1-Wire/iButton Part Number: DS1922T
1-Wire/iButton Registration Number: 2D0000004867A141
Mission in Progress?  false
SUTA Mission?  false
Waiting for Temperature Alarm?  false
Sample Rate:  Every 300 second(s)
Mission Start Time:  Mon Jun 12 08:34:01 CDT 2017
Mission Sample Count:  683
Roll Over Enabled?  false(no rollover occurred)
First Sample Timestamp:  Mon Jun 12 08:34:01 CDT 2017
Total Mission Samples:  683
Total Device Samples:  2299
Temperature Logging:  0.5 C
Temperature High Alarm:  disabled
Temperature Low Alarm:  disabled
Data Logging:  disabled
Data High Alarm:  disabled
Data Low Alarm:  disabled

Date/Time,Unit,Value
14/06/17 03:24:01 PM,C,26.505
14/06/17 03:29:01 PM,C,25.498
14/06/17 03:34:01 PM,C,25.498
14/06/17 03:39:01 PM,C,24.995
14/06/17 03:44:01 PM,C,24.492
14/06/17 03:49:01 PM,C,24.492
14/06/17 03:54:01 PM,C,23.988
14/06/17 03:59:01 PM,C,23.988
14/06/17 04:04:01 PM,C,23.988
14/06/17 04:09:01 PM,C,23.988
14/06/17 04:14:01 PM,C,23.988
14/06/17 04:19:01 PM,C,23.988
14/06/17 04:24:01 PM,C,23.988
14/06/17 04:29:01 PM,C,23.988
14/06/17 04:34:01 PM,C,23.988
14/06/17 04:39:01 PM,C,23.988
14/06/17 04:44:01 PM,C,23.988
14/06/17 04:49:01 PM,C,23.988
14/06/17 04:54:01 PM,C,23.485
14/06/17 04:59:01 PM,C,23.988
14/06/17 05:04:01 PM,C,23.988
14/06/17 05:09:01 PM,C,23.988
14/06/17 05:14:01 PM,C,23.988
14/06/17 05:19:01 PM,C,24.492
14/06/17 05:24:01 PM,C,26.505
